,id,title,requirement_id,preconditions,steps,expected_result,priority,test_type
74,TC-005,Administrator manages maximum number of users in the system,REQ-013,"Administrator is logged in. The system is populated with the maximum allowed number of user accounts (e.g., at the defined system limit).","Navigate to the User Management section.,Observe the user list rendering performance and pagination behavior.,Attempt to search for a specific user by name or email.,Attempt to add one more user beyond the maximum limit.,Verify the system response.","The user list loads within an acceptable time and is navigable via pagination or search. If a hard limit exists, the system displays a clear, informative message when the limit is reached and prevents further user creation. If no hard limit, the new user is created successfully.",Medium,boundary
75,TC-REQ16-001,Create a new project successfully,REQ-16,User is logged in with project management permissions. No project with the same name exists.,"Navigate to the Project Management section.,Click on 'Create New Project' button.,Enter a valid project name, description, start date, and end date.,Assign at least one team member.,Click 'Save' or 'Create Project'.",Project is created successfully and appears in the project list with all provided details correctly saved.,High,functional
76,TC-REQ16-002,Edit an existing project's details,REQ-16,User is logged in with project management permissions. At least one project already exists in the system.,"Navigate to the Project Management section.,Select an existing project from the list.,Click the 'Edit' button.,Modify the project name and description with valid values.,Click 'Save Changes'.","Project details are updated successfully, and the updated information is reflected in the project list and detail view.",High,functional
77,TC-REQ16-003,Attempt to create a project with missing required fields,REQ-16,User is logged in with project management permissions.,"Navigate to the Project Management section.,Click on 'Create New Project' button.,Leave the project name field empty.,Fill in optional fields if any.,Click 'Save' or 'Create Project'.",System displays a validation error indicating that the project name is required. The project is not created.,High,negative
78,TC-REQ16-004,Create a project with project name at maximum character boundary,REQ-16,"User is logged in with project management permissions. The maximum allowed project name length is known (e.g., 255 characters).","Navigate to the Project Management section.,Click on 'Create New Project' button.,Enter a project name exactly at the maximum allowed character limit (e.g., 255 characters).,Fill in all other required fields with valid data.,Click 'Save' or 'Create Project'.",Project is created successfully with the maximum-length project name stored and displayed correctly without truncation or error.,Medium,boundary
79,TC-REQ16-005,Attempt to create a project with a name exceeding maximum character limit,REQ-16,"User is logged in with project management permissions. The maximum allowed project name length is known (e.g., 255 characters).","Navigate to the Project Management section.,Click on 'Create New Project' button.,Enter a project name that exceeds the maximum allowed character limit (e.g., 256 characters).,Fill in all other required fields with valid data.,Click 'Save' or 'Create Project'.",System displays a validation error indicating the project name exceeds the maximum allowed length. The project is not created.,Medium,boundary
80,TC-REQ14-001,Successfully create a new project with all fields including optional end date,REQ-014,User is logged in as a Project Manager. The project creation form is accessible.,"Navigate to the 'Create New Project' page,Enter a valid project name (e.g., 'Alpha Project'),Enter a valid project description (e.g., 'This is a test project'),Enter a valid start date (e.g., '2024-01-15'),Enter a valid end date (e.g., '2024-12-31'),Click the 'Create Project' button","The project is created successfully with all provided fields. A success message is displayed and the new project appears in the project list with the correct name, description, start date, and end date.",High,functional
81,TC-REQ14-002,Successfully create a new project without the optional end date,REQ-014,User is logged in as a Project Manager. The project creation form is accessible.,"Navigate to the 'Create New Project' page,Enter a valid project name (e.g., 'Beta Project'),Enter a valid project description (e.g., 'Project without end date'),Enter a valid start date (e.g., '2024-03-01'),Leave the end date field empty,Click the 'Create Project' button",The project is created successfully without an end date. A success message is displayed and the project appears in the project list with the end date shown as empty or 'N/A'.,High,functional
82,TC-REQ14-003,"Attempt to create a project with missing required fields (name, description, start date)",REQ-014,User is logged in as a Project Manager. The project creation form is accessible.,"Navigate to the 'Create New Project' page,Leave the project name field empty,Leave the description field empty,Leave the start date field empty,Click the 'Create Project' button","The system displays validation error messages indicating that project name, description, and start date are required fields. The project is NOT created.",High,negative
83,TC-REQ14-004,Attempt to create a project where end date is before start date,REQ-014,User is logged in as a Project Manager. The project creation form is accessible.,"Navigate to the 'Create New Project' page,Enter a valid project name (e.g., 'Gamma Project'),Enter a valid project description,Enter a start date of '2024-06-01',Enter an end date of '2024-01-01' (before the start date),Click the 'Create Project' button",The system displays a validation error message indicating that the end date must be on or after the start date. The project is NOT created.,High,negative
84,TC-REQ14-005,Attempt to create a project with start date equal to end date (boundary condition),REQ-014,User is logged in as a Project Manager. The project creation form is accessible.,"Navigate to the 'Create New Project' page,Enter a valid project name (e.g., 'Delta Project'),Enter a valid project description,Enter a start date of '2024-09-15',Enter an end date of '2024-09-15' (same as start date),Click the 'Create Project' button","The system accepts the same date for both start and end date and creates the project successfully, displaying a success message and showing the project in the project list with matching start and end dates.",Medium,boundary
85,TC-REQ15-001,Project Manager successfully adds a team member to a project,REQ-015,A Project Manager is logged in. A valid project exists. A registered user (non-member) is available to be added.,"Log in as a Project Manager.,Navigate to the project management section.,Select an existing project.,Click on 'Add Team Member'.,Search for a registered user by name or email.,Select the user from the search results.,Confirm the addition by clicking 'Add'.",The selected user is successfully added to the project team. The user appears in the project's team member list. A confirmation message is displayed.,High,functional
86,TC-REQ15-002,Project Manager successfully removes a team member from a project,REQ-015,A Project Manager is logged in. A valid project exists with at least two team members.,"Log in as a Project Manager.,Navigate to the project management section.,Select an existing project.,View the current team member list.,Click 'Remove' next to a team member.,Confirm the removal in the confirmation dialog.",The team member is removed from the project. The member no longer appears in the project's team list. A confirmation message is displayed.,High,functional
87,TC-REQ15-003,Non-Project Manager role attempts to add a team member,REQ-015,"A user with a non-Project Manager role (e.g., Developer or Viewer) is logged in. A valid project exists.","Log in as a user with a Developer or Viewer role.,Navigate to the project management section.,Select an existing project.,Attempt to access or click the 'Add Team Member' option.","The 'Add Team Member' option is either hidden or disabled. If accessed directly via URL, the system returns an authorization error (e.g., HTTP 403 Forbidden). No team member is added.",High,negative
88,TC-REQ15-004,Project Manager attempts to add a non-existent or unregistered user,REQ-015,A Project Manager is logged in. A valid project exists.,"Log in as a Project Manager.,Navigate to the project management section.,Select an existing project.,Click on 'Add Team Member'.,Search for a user with an email or name that does not exist in the system.,Attempt to confirm the addition.",The system displays an appropriate error message such as 'User not found'. No unregistered user is added to the project. The team member list remains unchanged.,Medium,negative
89,TC-REQ15-005,Project Manager attempts to remove the last remaining team member from a project,REQ-015,A Project Manager is logged in. A valid project exists with exactly one team member remaining.,"Log in as a Project Manager.,Navigate to the project management section.,Select a project that has only one team member.,Click 'Remove' next to the sole remaining team member.,Confirm the removal in the confirmation dialog.","The system either prevents the removal with a warning message (e.g., 'A project must have at least one team member') or allows it and reflects an empty team list. The behavior aligns with the defined business rules for minimum team size.",Medium,boundary
90,TC-REQ016-001,Successfully archive an active project,REQ-016,User is logged in with sufficient permissions. At least one active project exists in the system.,"Navigate to the project list page.,Select an active project.,Click on the 'Archive' option for the selected project.,Confirm the archive action when prompted.",The project is archived successfully. A success confirmation message is displayed. The project no longer appears in the default project list. All project data remains intact and accessible via archived projects view.,High,functional
91,TC-REQ016-002,Archived project is hidden from default project list but data is preserved,REQ-016,User is logged in. A project has been successfully archived.,"Navigate to the default project list page.,Search or scroll through the default project list for the archived project.,Navigate to the archived projects section or apply the 'Archived' filter.,Select the archived project and verify its data (name, description, tasks, members, etc.).","The archived project does not appear in the default project list. When viewing the archived projects section, the project is listed. All original project data (name, description, tasks, members, history) is fully preserved and accessible.",High,functional
92,TC-REQ016-003,Attempt to archive a project without sufficient permissions,REQ-016,"User is logged in with a role that does not have permission to archive projects (e.g., read-only or basic member). At least one active project exists.","Navigate to the project list page.,Select an active project.,Attempt to find and click the 'Archive' option for the selected project.","The 'Archive' option is either not visible or is disabled for the user. If the action is attempted via direct API call, the system returns a 403 Forbidden error. The project remains active and visible in the default project list.",High,negative
93,TC-REQ016-004,Attempt to archive an already archived project,REQ-016,User is logged in with archive permissions. At least one project is already in the archived state.,"Navigate to the archived projects section.,Select an already archived project.,Attempt to click the 'Archive' option again on the archived project.","The system either does not display an 'Archive' option for an already archived project, or displays an appropriate error/info message such as 'Project is already archived.' No duplicate archiving or data corruption occurs.",Medium,negative
94,TC-REQ016-005,Archive the last remaining active project in the system,REQ-016,User is logged in with archive permissions. Exactly one active project exists in the system and all other projects are already archived.,"Navigate to the default project list page and confirm only one active project is visible.,Select the last active project.,Click the 'Archive' option for the project.,Confirm the archive action when prompted.,Return to the default project list page.",The last active project is archived successfully. The default project list is now empty (or displays a message such as 'No active projects found'). The archived project's data remains fully intact and is accessible through the archived projects view.,Medium,boundary
95,TC-20-001,Valid date range: end date after start date,REQ-017,User is logged in and has access to create or edit a project. A project form is open.,"Navigate to the project creation or edit page.,Enter a start date of '2024-01-01'.,Enter an end date of '2024-12-31'.,Submit or save the project.",The project is saved successfully with the start date '2024-01-01' and end date '2024-12-31'. No error message is displayed.,High,functional
96,TC-20-002,Invalid date range: end date earlier than start date,REQ-017,User is logged in and has access to create or edit a project. A project form is open.,"Navigate to the project creation or edit page.,Enter a start date of '2024-06-15'.,Enter an end date of '2024-03-01' (before the start date).,Attempt to submit or save the project.",The system prevents saving and displays a validation error message such as 'End date cannot be earlier than start date.',High,negative
97,TC-20-003,Boundary: end date equals start date,REQ-017,User is logged in and has access to create or edit a project. A project form is open.,"Navigate to the project creation or edit page.,Enter a start date of '2024-05-10'.,Enter an end date of '2024-05-10' (same as start date).,Submit or save the project.","The project is saved successfully. The system accepts an end date equal to the start date (same-day project), and no error message is displayed.",High,boundary
98,TC-20-004,Boundary: end date one day before start date,REQ-017,User is logged in and has access to create or edit a project. A project form is open.,"Navigate to the project creation or edit page.,Enter a start date of '2024-05-10'.,Enter an end date of '2024-05-09' (one day before start date).,Attempt to submit or save the project.",The system prevents saving and displays a validation error message indicating that the end date must not be earlier than the start date.,High,boundary
99,TC-20-005,Editing existing project: update end date to be earlier than start date,REQ-017,User is logged in. An existing project exists with start date '2024-03-01' and end date '2024-09-30'.,"Navigate to the edit page of the existing project.,Change the end date to '2024-02-01' (before the existing start date).,Attempt to save the changes.",The system rejects the update and displays an error message preventing the end date from being set earlier than the start date. The project retains its original end date.,Medium,negative
100,TC-21-01,Successfully duplicate an existing project with task list,REQ-018,"User is logged in as a Project Manager. At least one existing project exists with tasks, comments, and attachments.","Navigate to the Projects list page.,Select an existing project that has tasks, comments, and attachments.,Click the 'Duplicate Project' button or option.,Confirm the duplication action when prompted.,Verify the duplicated project appears in the Projects list.,Open the duplicated project and inspect its contents.","A new project is created as a copy of the original. The duplicated project contains all tasks from the original project. Comments and attachments are NOT present in the duplicated project. The duplicated project has a distinct name (e.g., 'Copy of [Original Project Name]').",High,functional
101,TC-21-02,Verify non-Project Manager role cannot duplicate a project,REQ-018,"User is logged in with a role other than Project Manager (e.g., Developer or Viewer). At least one existing project is available.","Navigate to the Projects list page.,Select an existing project.,Attempt to find or click the 'Duplicate Project' button or option.,Observe the system response.","The 'Duplicate Project' option is either not visible or is disabled for non-Project Manager roles. If the action is attempted via direct URL or API, the system returns an authorization error (e.g., HTTP 403 Forbidden) and no duplicate project is created.",High,negative
102,TC-21-03,Duplicate a project that has zero tasks,REQ-018,"User is logged in as a Project Manager. An existing project with no tasks, but with comments and attachments, is available.","Navigate to the Projects list page.,Select the existing project that has no tasks.,Click the 'Duplicate Project' button or option.,Confirm the duplication action.,Open the duplicated project and inspect its contents.",A new project is successfully created as a duplicate. The duplicated project has an empty task list (mirroring the original). No comments or attachments are present in the duplicated project.,Medium,boundary
103,TC-21-04,Verify comments and attachments are strictly excluded from duplicated project,REQ-018,"User is logged in as a Project Manager. An existing project has at least 3 tasks, each with multiple comments and file attachments.","Navigate to the Projects list page.,Select the target project with tasks, comments, and attachments.,Click the 'Duplicate Project' button.,Confirm the duplication action.,Open the duplicated project.,Navigate to each duplicated task and check for comments.,Navigate to each duplicated task and check for attachments.,Also check the project-level comments and attachments.",All tasks from the original project are present in the duplicated project. Zero comments exist at both the project level and task level in the duplicated project. Zero attachments exist at both the project level and task level in the duplicated project.,High,functional
104,TC-21-05,Duplicate a project with maximum number of tasks,REQ-018,"User is logged in as a Project Manager. An existing project contains the maximum allowed number of tasks (e.g., system-defined limit such as 1000 tasks), each with comments and attachments.","Navigate to the Projects list page.,Select the project containing the maximum number of tasks.,Click the 'Duplicate Project' button.,Confirm the duplication action.,Wait for the system to complete the duplication process.,Open the duplicated project and verify the task count.,Verify no comments or attachments are present.",The system successfully duplicates the project without errors or timeouts. The duplicated project contains exactly the same number of tasks as the original (up to the maximum limit). No comments or attachments are copied. The system displays a success message upon completion.,Medium,boundary
105,TC-22-001,Create a new task successfully,REQ-22,User is authenticated and has access to the task management module.,"Log in to the application with valid credentials.,Navigate to the Task Management section.,Click on 'Create New Task'.,Fill in all required fields: Title, Description, Due Date, and Priority.,Click 'Save' or 'Submit'.",The new task is created and displayed in the task list with all entered details correctly saved.,High,functional
106,TC-22-002,Edit an existing task successfully,REQ-22,User is authenticated and at least one task exists in the system.,"Log in to the application with valid credentials.,Navigate to the Task Management section.,Select an existing task from the task list.,Click 'Edit'.,Update the task title and due date.,Click 'Save'.",The task is updated with the new values and the changes are reflected immediately in the task list.,High,functional
107,TC-22-003,Create a task with missing required fields,REQ-22,User is authenticated and is on the Create New Task page.,"Log in to the application with valid credentials.,Navigate to the Task Management section.,Click on 'Create New Task'.,Leave the 'Title' field empty.,Fill in the remaining optional fields.,Click 'Save' or 'Submit'.",The system displays a validation error message indicating that the Title field is required and the task is not created.,High,negative
108,TC-22-004,Create a task with maximum allowed character length in Title field,REQ-22,"User is authenticated and is on the Create New Task page. Maximum character limit for Task Title is known (e.g., 255 characters).","Log in to the application with valid credentials.,Navigate to the Task Management section.,Click on 'Create New Task'.,Enter exactly 255 characters in the 'Title' field.,Fill in all other required fields with valid data.,Click 'Save'.",The task is created successfully with the 255-character title stored and displayed correctly without truncation or error.,Medium,boundary
109,TC-22-005,Create a task with Title exceeding maximum character limit,REQ-22,"User is authenticated and is on the Create New Task page. Maximum character limit for Task Title is known (e.g., 255 characters).","Log in to the application with valid credentials.,Navigate to the Task Management section.,Click on 'Create New Task'.,Enter 256 or more characters in the 'Title' field.,Fill in all other required fields with valid data.,Click 'Save'.",The system displays a validation error message indicating the title exceeds the maximum allowed length and the task is not created.,Medium,boundary
110,TC-REQ019-001,Successfully create a task with all required fields,REQ-019,User is logged in as a Contributor and has access to an existing project.,"Navigate to the project dashboard.,Click on 'Create Task' button.,Enter a valid title (e.g., 'Design Homepage').,Enter a valid description (e.g., 'Create wireframes for the homepage layout').,Set a due date to a future date (e.g., 2025-12-31).,Select a valid assignee from the dropdown list.,Click 'Save' or 'Submit'.","The task is created successfully and appears in the project task list with the correct title, description, due date, and assignee displayed.",High,functional
111,TC-REQ019-002,Attempt to create a task with missing required fields,REQ-019,User is logged in as a Contributor and has access to an existing project.,"Navigate to the project dashboard.,Click on 'Create Task' button.,Leave the title field empty.,Leave the description field empty.,Do not set a due date.,Do not select an assignee.,Click 'Save' or 'Submit'.","The system displays validation error messages indicating that all required fields (title, description, due date, assignee) must be filled in. The task is NOT created.",High,negative
112,TC-REQ019-003,Create a task with a due date set to today's date (boundary: current date),REQ-019,User is logged in as a Contributor and has access to an existing project.,"Navigate to the project dashboard.,Click on 'Create Task' button.,Enter a valid title (e.g., 'Urgent Fix').,Enter a valid description.,Set the due date to today's current date.,Select a valid assignee.,Click 'Save' or 'Submit'.",The task is created successfully with today's date as the due date and all fields are saved correctly.,Medium,boundary
113,TC-REQ019-004,Attempt to create a task with a due date in the past,REQ-019,User is logged in as a Contributor and has access to an existing project.,"Navigate to the project dashboard.,Click on 'Create Task' button.,Enter a valid title.,Enter a valid description.,Set the due date to a past date (e.g., 2020-01-01).,Select a valid assignee.,Click 'Save' or 'Submit'.",The system displays a validation error indicating that the due date cannot be in the past. The task is NOT created.,Medium,negative
114,TC-REQ019-005,Verify that a non-Contributor role cannot create a task,REQ-019,"User is logged in with a role that is NOT a Contributor (e.g., Viewer/Guest) and has access to an existing project.","Navigate to the project dashboard.,Attempt to locate or click the 'Create Task' button.,If accessible, fill in all required fields: title, description, due date, and assignee.,Click 'Save' or 'Submit'.","The 'Create Task' option is either not visible or disabled for non-Contributor roles. If the action is attempted, the system returns an authorization error and the task is NOT created.",High,security
115,TC-001,Assign a task to exactly one user successfully,REQ-020,At least one task exists in the system in an unassigned state. At least two registered users (User A and User B) exist.,"Log in as an admin or authorized user.,Navigate to the task management section.,Select an unassigned task.,Assign the task to User A.,Save the assignment.,Verify the task details show User A as the sole assignee.",The task is successfully assigned to User A. Only User A is listed as the assignee. No other users are associated with the task.,High,functional
116,TC-002,Reassign a task from one user to another user,REQ-020,A task exists that is already assigned to User A. User B is a registered user in the system.,"Log in as an admin or authorized user.,Navigate to the task management section.,Select the task currently assigned to User A.,Reassign the task to User B.,Save the updated assignment.,Verify the task details show only User B as the assignee.,Verify User A is no longer listed as an assignee for this task.",The task is reassigned to User B only. User A is removed as assignee. The task has exactly one assignee at all times during and after the reassignment.,High,functional
117,TC-003,Attempt to assign a task to multiple users simultaneously,REQ-020,A task exists in the system. At least two registered users (User A and User B) exist. The UI or API allows selection of multiple users.,"Log in as an admin or authorized user.,Navigate to the task management section.,Select an existing task.,Attempt to assign the task to both User A and User B at the same time (e.g., via multi-select in UI or by sending both user IDs in an API request).,Submit the assignment request.,Observe the system response.","The system rejects the multi-user assignment. An appropriate error message is displayed (e.g., 'A task can only be assigned to one user at a time.'). The task retains its previous assignment state unchanged.",High,negative
118,TC-004,Attempt to assign a task without selecting any user,REQ-020,A task exists in the system in an unassigned or assigned state.,"Log in as an admin or authorized user.,Navigate to the task management section.,Select an existing task.,Open the assignment dialog or form.,Leave the user field blank or deselect any currently selected user.,Attempt to save the assignment with no user selected.,Observe the system response.","The system either prevents saving with a validation error (e.g., 'Please select a user to assign this task.') or successfully unassigns the task, depending on business rules. The task is never assigned to more than one user.",Medium,boundary
119,TC-005,Verify task assignment persists correctly when the assigned user is deleted,REQ-020,A task is currently assigned to User A. An admin account is available.,"Log in as an admin.,Delete or deactivate User A from the system.,Navigate to the task that was assigned to User A.,Check the assignee field of the task.,Attempt to view or edit the task assignment.",The system handles the deletion gracefully. The task either becomes unassigned or displays a placeholder indicating the original assignee no longer exists. The task does not become assigned to multiple users or enter an invalid state.,Medium,negative
120,TC-001,Verify task can be set to 'To Do' status,REQ-021,User is logged in and has permission to create/edit tasks. At least one task exists in the system.,"Navigate to the task management section,Create a new task or open an existing task,Set the task status to 'To Do',Save the changes,Verify the task status is displayed as 'To Do'",The task status is successfully set to 'To Do' and displayed correctly in the UI and any status listings.,High,functional
121,TC-002,Verify task status transitions through all valid statuses: To Do → In Progress → In Review → Done,REQ-021,User is logged in with task edit permissions. A task exists with status 'To Do'.,"Open a task currently in 'To Do' status,Change the task status to 'In Progress' and save,Verify the status displays as 'In Progress',Change the task status to 'In Review' and save,Verify the status displays as 'In Review',Change the task status to 'Done' and save,Verify the status displays as 'Done'","The task successfully transitions through all four statuses (To Do, In Progress, In Review, Done), each being saved and displayed correctly at every step.",High,functional
122,TC-003,Verify that an invalid/unsupported task status cannot be assigned,REQ-021,User is logged in with task edit permissions. A task exists in the system.,"Open an existing task,Attempt to set the task status to an unsupported value (e.g., 'Cancelled', 'Pending', or an empty string) via the UI or API,Attempt to save the change","The system rejects the invalid status value and displays an appropriate error message. The task retains its previous valid status. Only 'To Do', 'In Progress', 'In Review', and 'Done' are available options.",High,negative
123,TC-004,Verify all four task statuses appear as selectable options in the status dropdown,REQ-021,User is logged in with task edit permissions. A task is open for editing.,"Open a task for editing,Click or interact with the status selection field/dropdown,Observe all available status options listed","Exactly four status options are available: 'To Do', 'In Progress', 'In Review', and 'Done'. No additional or missing statuses are present.",Medium,boundary
124,TC-005,Verify task status is persisted correctly after page refresh or re-login,REQ-021,"User is logged in. A task exists and its status has been recently updated (e.g., set to 'In Review').","Open a task and change its status to 'In Review',Save the task,Refresh the browser page,Re-open the task and verify the status,Log out and log back in,Re-open the same task and verify the status again","The task status 'In Review' is correctly persisted and displayed after both page refresh and re-login, confirming data is saved to the backend.",High,functional
125,TC-26-001,Create a subtask under a parent task (Level 1 nesting),REQ-022,User is logged in. A parent task exists in the system.,"Navigate to the parent task.,Select the option to add a subtask.,Enter valid details for the subtask.,Save the subtask.",The subtask is successfully created under the parent task at nesting level 1 and is visible in the task hierarchy.,High,functional
126,TC-26-002,Create a subtask under a Level 1 subtask (Level 2 nesting),REQ-022,User is logged in. A parent task with a Level 1 subtask already exists in the system.,"Navigate to the Level 1 subtask.,Select the option to add a subtask.,Enter valid details for the new subtask.,Save the subtask.",The subtask is successfully created at nesting level 2 under the Level 1 subtask and is visible in the task hierarchy.,High,functional
127,TC-26-003,Attempt to create a subtask beyond maximum nesting depth (Level 3),REQ-022,"User is logged in. A task hierarchy exists with a parent task, a Level 1 subtask, and a Level 2 subtask.","Navigate to the Level 2 subtask.,Attempt to select the option to add a subtask.,If the option is available, enter valid details and attempt to save.","The system prevents creation of a subtask at Level 3. Either the 'Add Subtask' option is disabled/hidden, or an error message is displayed stating the maximum nesting depth of two levels has been reached.",High,negative
128,TC-26-004,Verify maximum nesting depth boundary at exactly Level 2,REQ-022,User is logged in. A parent task and a Level 1 subtask exist in the system.,"Navigate to the Level 1 subtask.,Add a subtask to it to reach Level 2.,Save the Level 2 subtask.,Verify the Level 2 subtask is saved successfully.,Attempt to add a further subtask to the Level 2 subtask.","The Level 2 subtask is saved successfully (boundary accepted). Attempting to add a Level 3 subtask is rejected by the system, confirming Level 2 is the maximum allowed depth.",High,boundary
129,TC-26-005,Verify task hierarchy display reflects correct nesting levels,REQ-022,User is logged in. A parent task with a Level 1 subtask and a Level 2 subtask has been created.,"Navigate to the task list or project board.,Locate the parent task.,Expand the parent task to view its subtasks.,Expand the Level 1 subtask to view its subtasks.","The system correctly displays the full hierarchy: Parent Task → Level 1 Subtask → Level 2 Subtask, with appropriate visual indentation or hierarchy indicators for each level.",Medium,functional
130,TC-001,Notification sent to assignee when a new task is assigned,REQ-023,"User account exists, email notifications are enabled, and the task management system is operational.","Log in as a manager or admin user.,Create a new task.,Assign the task to an existing user (assignee).,Save/submit the task assignment.,Check the assignee's notification inbox (email or in-app notification).","The assignee receives a notification informing them that a new task has been assigned to them, including relevant task details such as task name and due date.",High,functional
131,TC-002,Notification sent to new assignee when a task is reassigned,REQ-023,"User accounts exist for both original and new assignees, a task is already assigned to the original assignee, and email notifications are enabled.","Log in as a manager or admin user.,Navigate to an existing task that is assigned to User A.,Reassign the task from User A to User B.,Save/submit the reassignment.,Check User B's notification inbox (email or in-app notification).,Check User A's notification inbox to confirm no unexpected notifications.",User B (new assignee) receives a notification that the task has been assigned to them. The notification contains relevant task details. User A does not receive a new assignment notification.,High,functional
132,TC-003,No notification sent when task assignment remains unchanged,REQ-023,"A task is already assigned to a user, and email notifications are enabled.","Log in as a manager or admin user.,Navigate to an existing task assigned to User A.,Edit the task details (e.g., description or due date) without changing the assignee.,Save the changes.,Check User A's notification inbox.",User A does not receive a task assignment notification since the assignee was not changed.,Medium,negative
133,TC-004,Notification behavior when assignee has no valid email address,REQ-023,"A user account exists with no valid email address configured, and email is the only notification channel.","Log in as a manager or admin user.,Create or locate a task.,Assign the task to a user whose email address is missing or invalid.,Save/submit the task assignment.,Check system logs or error/notification queue for failures.","The system handles the invalid/missing email gracefully (e.g., logs an error or shows an alert), does not crash, and ideally notifies an administrator of the delivery failure.",High,negative
134,TC-005,Notification sent when a task is simultaneously reassigned to multiple users (boundary: bulk reassignment),REQ-023,"Multiple user accounts exist, notifications are enabled, and the system supports bulk task reassignment.","Log in as a manager or admin user.,Select the maximum number of tasks supported by the system for bulk reassignment.,Reassign all selected tasks to a new assignee.,Submit the bulk reassignment.,Check the new assignee's notification inbox.","The new assignee receives a notification for each reassigned task (or a consolidated notification for bulk reassignment), and no notifications are dropped or duplicated beyond the expected count.",Medium,boundary
135,TC-REQ28-001,Successfully attach a file to a collaboration item,REQ-28,"User is logged in. A collaboration item (e.g., task or project) exists. User has permission to add attachments.","Navigate to the collaboration item detail page.,Click the 'Attach File' button.,Select a valid file (e.g., PDF, 2 MB) from the local file system.,Click 'Upload' or 'Confirm'.,Observe the attachment list on the collaboration item.","The file is successfully uploaded and appears in the attachment list with the correct file name, size, and upload timestamp.",High,functional
136,TC-REQ28-002,Invite a collaborator and verify they receive access,REQ-28,User is logged in as an owner or admin of a project. The invitee has a registered account in the system.,"Navigate to the collaboration item or project settings.,Click 'Invite Collaborator'.,Enter the valid email address of the invitee.,Select an appropriate role (e.g., Editor).,Click 'Send Invitation'.,Log in as the invitee and accept the invitation.,Verify the invitee can view and interact with the collaboration item.",The invitee successfully gains access to the collaboration item with the assigned role and can perform actions permitted by that role.,High,functional
137,TC-REQ28-003,Attempt to upload a file exceeding the maximum allowed size,REQ-28,"User is logged in. A collaboration item exists. The system enforces a maximum attachment size (e.g., 25 MB).","Navigate to the collaboration item detail page.,Click the 'Attach File' button.,Select a file that exceeds the maximum allowed size (e.g., 26 MB).,Click 'Upload' or 'Confirm'.,Observe the system response.",The system rejects the upload and displays a clear error message indicating the file exceeds the maximum allowed size. No file is added to the attachment list.,High,negative
138,TC-REQ28-004,Upload a file exactly at the maximum allowed size boundary,REQ-28,"User is logged in. A collaboration item exists. The system enforces a maximum attachment size (e.g., 25 MB). A test file of exactly 25 MB is available.","Navigate to the collaboration item detail page.,Click the 'Attach File' button.,Select a file that is exactly 25 MB.,Click 'Upload' or 'Confirm'.,Observe the system response.",The file at the exact boundary size is accepted and successfully uploaded. It appears in the attachment list with the correct metadata.,Medium,boundary
139,TC-REQ28-005,Unauthorized user attempts to access or download an attachment,REQ-28,A collaboration item exists with at least one attachment. A second user exists who has NOT been granted access to this collaboration item.,"Log in as the unauthorized user.,Attempt to directly access the attachment URL (e.g., via a direct link or API call).,Observe the system response.","The system denies access and returns an appropriate authorization error (e.g., HTTP 403 Forbidden). The unauthorized user cannot view or download the attachment.",High,security
140,TC-029-001,Add a plain text comment to a task,REQ-027,"User is logged in, has access to a project, and a task exists within the project.","Navigate to the project and open an existing task.,Locate the comments section on the task detail page.,Type a plain text comment (e.g., 'This task is in progress.') in the comment input field.,Click the 'Submit' or 'Add Comment' button.",The plain text comment is saved and displayed in the comments section of the task with the correct author name and timestamp.,High,functional
141,TC-029-002,Add a comment with a valid @mention of a project member,REQ-027,"User is logged in, has access to a project with at least two members, and a task exists within the project.","Navigate to the project and open an existing task.,Locate the comments section on the task detail page.,Type '@' followed by the username of another project member (e.g., '@john_doe This needs your review.').,Verify that an autocomplete suggestion appears for the mentioned member.,Select the suggested member from the autocomplete list.,Click the 'Submit' or 'Add Comment' button.",The comment is saved and displayed with the @mention highlighted or formatted. The mentioned user receives a notification.,High,functional
142,TC-029-003,Add a comment with @mention of a user not in the project,REQ-027,"User is logged in, has access to a project, a task exists, and a second user exists in the system but is NOT a member of the current project.","Navigate to the project and open an existing task.,Locate the comments section on the task detail page.,Type '@' followed by the username of a user who is not a project member (e.g., '@external_user').,Observe the autocomplete suggestions.,Attempt to submit the comment with the non-member @mention.","The non-member username does not appear in the autocomplete suggestions. If submitted manually, the @mention is not resolved/highlighted and no notification is sent to the non-member user.",Medium,negative
143,TC-029-004,Attempt to submit an empty comment,REQ-027,User is logged in and has a task open with the comments section visible.,"Navigate to the project and open an existing task.,Locate the comments section on the task detail page.,Leave the comment input field empty.,Click the 'Submit' or 'Add Comment' button.","The system prevents submission and displays an appropriate validation error message (e.g., 'Comment cannot be empty.'). No empty comment is saved.",High,negative
144,TC-029-005,Add a comment at the maximum allowed character boundary,REQ-027,"User is logged in, has access to a project, a task exists, and the maximum character limit for comments is known (e.g., 5000 characters).","Navigate to the project and open an existing task.,Locate the comments section on the task detail page.,Enter a plain text comment that is exactly at the maximum allowed character limit (e.g., 5000 characters).,Click the 'Submit' or 'Add Comment' button.,Then attempt to enter a comment that exceeds the maximum character limit by one character (e.g., 5001 characters) and click 'Submit'.","The comment at exactly the maximum character limit is saved and displayed successfully. The comment exceeding the limit is rejected with an appropriate error message (e.g., 'Comment exceeds maximum allowed length.').",Medium,boundary
